Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31
Cash and cash equivalents,8949000.0,1247000.0,1259000.0,10985000.0,1845000.0,2688000.0,8027000.0,930000.0,25.0
Short-term investments,6923000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cash and short-term investments,15872000.0,1247000.0,1259000.0,10985000.0,1845000.0,2688000.0,8027000.0,930000.0,25.0
Receivables,39000.0,0.0,103000.0,0.0,0.0,0.0,0.0,0.0,0.0
Inventories,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total current assets,16411000.0,1797000.0,1897000.0,11188000.0,1954000.0,2806000.0,8087000.0,1367000.0,43380.0
Property Plant & Equipment Net,457000.0,498000.0,144000.0,123000.0,263000.0,427000.0,400000.0,162000.0,57142.0
Goodwill and Intangible Assets,1759000.0,1856000.0,1735000.0,2881000.0,2372000.0,1459000.0,618000.0,87000.0,0.0
Long-term investments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tax assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current assets,2226000.0,2364000.0,1889000.0,3014000.0,2645000.0,1896000.0,1028000.0,269000.0,57142.0
Total assets,18637000.0,4161000.0,3786000.0,14202000.0,4599000.0,4702000.0,9115000.0,1636000.0,100522.0
Payables,1080000.0,768000.0,755000.0,495000.0,253000.0,297000.0,276000.0,443000.0,147022.0
Short-term debt,91000.0,195000.0,0.0,0.0,0.0,0.0,0.0,47000.0,0.0
Total current liabilities,1637000.0,1534000.0,1542000.0,1624000.0,1235000.0,883000.0,444000.0,744000.0,417328.0
Long-term debt,91000.0,195000.0,0.0,0.0,33000.0,31000.0,35000.0,0.0,0.0
Total debt,182000.0,390000.0,0.0,0.0,33000.0,31000.0,35000.0,47000.0,0.0
Deferred revenue,0.0,0.0,115000.0,0.0,0.0,0.0,0.0,0.0,0.0
Tax Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Deposit Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current liabilities,182000.0,390000.0,0.0,0.0,66000.0,62000.0,70000.0,18000.0,0.0
Total liabilities,1728000.0,1729000.0,1542000.0,1624000.0,1640000.0,914000.0,479000.0,762000.0,417328.0
Other comprehensive income,76417000,52441000,42574000,41735000,2958000,3787000,8635000,0.0,0.0
Retained earnings (deficit),-59511000.0,-50011000.0,-40331000.0,-29158000.0,0.0,0.0,0.0,-4490000.0,-1513943.0
Total shareholders equity,16909000.0,2432000.0,2244000.0,12578000.0,2959000.0,3788000.0,8636000.0,874000.0,-316806.0
Investments,6923000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Debt,-8767000.0,-857000.0,-1259000.0,-10985000.0,-1812000.0,-2657000.0,-7992000.0,-883000.0,-25.0
Other Assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,437000.0,43355.0
Other Liabilities,0.0,0.0,0.0,0.0,339000.0,0.0,0.0,254000.0,270306.0
