Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31
Cash and cash equivalents,491257000.0,15622000.0,19297000.0,26528000.0,15402000.0,44971000.0,24491000.0,29387000.0
Short-term investments,1529901000.0,21206000.0,18599000.0,12862000.0,68299000.0,47478000.0,21338000.0,23454000.0
Cash and short-term investments,2021158000.0,15622000.0,19297000.0,26528000.0,15402000.0,44971000.0,24491000.0,29387000.0
Receivables,182600000.0,184588000.0,215387000.0,204754000.0,207899000.0,226026000.0,147221000.0,136031000.0
Inventories,0.0,12996000.0,11945000.0,11322000.0,17032000.0,10347000.0,12098000.0,7522000.0
Total current assets,750738000.0,234483000.0,265395000.0,258595000.0,308785000.0,329052000.0,206826000.0,200025000.0
Property Plant & Equipment Net,1184606000.0,1154711000.0,1161918000.0,1094381000.0,1112482000.0,1057054000.0,932665000.0,894623000.0
Goodwill and Intangible Assets,1160837000.0,317961000.0,313707000.0,308553000.0,295575000.0,290476000.0,93854000.0,90718000.0
Long-term investments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tax assets,225425000.0,179574000.0,213542000.0,221028000.0,56120000.0,39753000.0,12897000.0,15555000.0
Total non-current assets,7910084000.0,1859017000.0,1800544000.0,629332000.0,637231000.0,625701000.0,367031000.0,354256000.0
Total assets,8660822000.0,2093500000.0,2065939000.0,1982308000.0,2058498000.0,2011807000.0,1506522000.0,1448904000.0
Payables,100334000.0,54073000.0,72937000.0,63014000.0,76918000.0,65095000.0,52384000.0,41353000.0
Short-term debt,900759000.0,13972000.0,13229000.0,12050000.0,8722000.0,9301000.0,7923000.0,8797000.0
Total current liabilities,1080794000.0,167529000.0,183661000.0,178248000.0,170080000.0,154610000.0,128359000.0,113632000.0
Long-term debt,1985275000.0,1379059000.0,1333446000.0,1344764000.0,1036056000.0,1045144000.0,875123000.0,858031000.0
Total debt,2886034000.0,1393031000.0,1346675000.0,1356814000.0,1044778000.0,1054445000.0,883046000.0,866828000.0
Deferred revenue,31743000.0,38047000.0,37618000.0,34128000.0,29314000.0,27586000.0,25218000.0,22003000.0
Tax Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Deposit Liabilities,0.0,1271000.0,917000.0,1242000.0,1212000.0,1326000.0,1366000.0,1250000.0
Total non-current liabilities,2895468000.0,1667745000.0,1691061000.0,1625148000.0,1352840000.0,1331702000.0,1114110000.0,1079605000.0
Total liabilities,4363699000.0,2084334000.0,2043220000.0,1894045000.0,1891142000.0,1854663000.0,1349344000.0,1290043000.0
Other comprehensive income,3252001000,21462000,5651000,9046000,29192000,37481000,26891000,33249000
Retained earnings (deficit),1043933000.0,-12296000.0,17068000.0,79217000.0,124547000.0,116990000.0,107584000.0,99433000.0
Total shareholders equity,4297123000.0,9166000.0,22719000.0,88263000.0,167356000.0,157144000.0,157178000.0,158861000.0
Investments,1529901000.0,21206000.0,18599000.0,12862000.0,68299000.0,47478000.0,21338000.0,23454000.0
Net Debt,2394777000.0,1377409000.0,1327378000.0,1330286000.0,1029376000.0,1009474000.0,858555000.0,837441000.0
Other Assets,0.0,0.0,0.0,1094381000.0,1112482000.0,1057054000.0,932665000.0,894623000.0
Other Liabilities,387437000.0,249060000.0,168498000.0,90649000.0,368222000.0,368351000.0,106875000.0,96806000.0
