Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31
Cash and cash equivalents,4222246.0,5205246.0,7130983.0,10608420.0,11291784.0,5821325.0,1580627.0,2324163.0,5800485.0,1901525.0
Short-term investments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,399449.0,0.0
Cash and short-term investments,4222246.0,5205246.0,7130983.0,10608420.0,11291784.0,5821325.0,1580627.0,2324163.0,6199934.0,1901525.0
Receivables,16259809.0,19258960.0,16821737.0,17401479.0,17595811.0,12362871.0,9639709.0,11883779.0,16446625.0,21373739.0
Inventories,9912748.0,8654878.0,10318021.0,9607836.0,9811783.0,10074766.0,10033525.0,9503171.0,7768149.0,12335037.0
Total current assets,54474674.0,51839327.0,47678194.0,50847562.0,56028414.0,38600998.0,36382223.0,38599280.0,36177570.0,37212010.0
Property Plant & Equipment Net,8914247.0,9276088.0,5915240.0,6440270.0,6462949.0,4926949.0,4464580.0,4631007.0,3113592.0,4624833.0
Goodwill and Intangible Assets,50603814.0,51343641.0,52312863.0,54797757.0,57262584.0,32083905.0,32800571.0,33574302.0,35744835.0,38329273.0
Long-term investments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67018.0
Tax assets,3763970.0,387068.0,0.0,0.0,0.0,0.0,0.0,0.0,652292.0,41405.0
Total non-current assets,63488971.0,64558849.0,61732142.0,66645454.0,68710933.0,42053644.0,41497795.0,42502665.0,47459369.0,46905869.0
Total assets,117963645.0,116398176.0,109410336.0,117493016.0,124739347.0,80654642.0,77880018.0,81101945.0,83636939.0,84117879.0
Payables,6498045.0,6640154.0,5597558.0,5560040.0,9105214.0,5107208.0,7156327.0,6694127.0,9081350.0,11388679.0
Short-term debt,2204653.0,2248043.0,1828840.0,4362438.0,4380730.0,95382.0,888839.0,94595.0,3878728.0,6022898.0
Total current liabilities,27700812.0,26318794.0,23760977.0,26776335.0,28117442.0,18234710.0,26472533.0,28378731.0,20780897.0,21845670.0
Long-term debt,6360569.0,8570524.0,8703736.0,11856522.0,16934360.0,1830348.0,0.0,495.0,17305.0,2270152.0
Total debt,8565222.0,10818567.0,10532576.0,16218960.0,21315090.0,1925730.0,888839.0,95090.0,3896033.0,8293050.0
Deferred revenue,7054779.0,6778313.0,6421271.0,6879815.0,7826178.0,7020079.0,3798086.0,4019425.0,5768525.0,4434093.0
Tax Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11549.0,52021.0
Deposit Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current liabilities,13487116.0,18986164.0,20564313.0,26669310.0,30266457.0,14442956.0,12986383.0,11597752.0,10371673.0,10852404.0
Total liabilities,41187928.0,45304958.0,44325290.0,53445645.0,58383899.0,32677666.0,39458916.0,39976483.0,31152570.0,32698074.0
Other comprehensive income,250907808.99,249918819,249496958,245930333.99,245308018.99,0.0,0.0,221987483.99,2139739.0,1536503.0
Retained earnings (deficit),-176498057.0,-181568757.0,-185402893.0,-182554637.0,-179609611.0,-183096572.0,-185248923.0,-182232246.0,-170705241.0,-169788022.0
Total shareholders equity,76775717.0,71093218.0,65085046.0,64047371.0,66355448.0,47976976.0,38421102.0,41125462.0,52484369.0,51419805.0
Investments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,399449.0,67018.0
Net Debt,4342976.0,5613321.0,3401593.0,5610540.0,10023306.0,-3895595.0,-691788.0,-2229073.0,-2303901.0,6391525.0
Other Assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5762862.0,1601709.0
Other Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7820819.0,4434093.0
