Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31
Cash and cash equivalents,8320317.0,6995046.0,3806984.0,9972781.0,25722453.0,4170270.0,9486264.0
Short-term investments,22131936.0,39858864.0,31354170.0,22948872.0,1670606.0,0.0,0.0
Cash and short-term investments,30452253.0,46853910.0,35161154.0,32921653.0,27393059.0,4170270.0,9486264.0
Receivables,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Inventories,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total current assets,31441052.0,48701973.0,36178799.0,34098548.0,27761846.0,4343680.0,8154061.0
Property Plant & Equipment Net,1076099.0,1093903.0,1281152.0,1618968.0,2148155.0,2735175.0,3307982.0
Goodwill and Intangible Assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Long-term investments,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tax assets,213478.0,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current assets,1431519.0,1487506.0,1445671.0,1762589.0,2291776.0,5340155.0,5051603.0
Total assets,32872571.0,50189479.0,37624470.0,35861137.0,30053622.0,9683835.0,13205664.0
Payables,1427287.0,1302431.0,1549845.0,1517417.0,481626.0,2124906.0,2246114.0
Short-term debt,0.0,0.0,0.0,0.0,0.0,0.0,1069800.0
Total current liabilities,5797019.0,4420668.0,4418197.0,3769184.0,4159111.0,7116846.0,4714143.0
Long-term debt,679182.0,704240.0,994439.0,972119.0,0.0,9816365.0,830710.0
Total debt,679182.0,704240.0,994439.0,972119.0,0.0,9816365.0,1900510.0
Deferred revenue,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tax Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Deposit Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current liabilities,1644589.0,1730169.0,1988878.0,1944238.0,0.0,15585162.0,830710.0
Total liabilities,27330611.0,18996034.0,18111616.0,5185627.0,4472115.0,22702008.0,5544853.0
Other comprehensive income,204884211,192896367,165678164,148282546,118038560,0.0,0.0
Retained earnings (deficit),-199319892.0,-161635468.0,-146117810.0,-117579411.0,-92458447.0,-57840911.0,-34220209.0
Total shareholders equity,5541960.0,31193445.0,19512854.0,30675510.0,25581507.0,-52910500.0,-32231516.0
Investments,22131936.0,39858864.0,31354170.0,22948872.0,1670606.0,0.0,0.0
Net Debt,-7641135.0,-6290806.0,-2812545.0,-9000662.0,-25722453.0,5646095.0,-7585754.0
Other Assets,0.0,0.0,0.0,0.0,0.0,173410.0,-1332203.0
Other Liabilities,19889003.0,12845197.0,11704541.0,0.0,313004.0,4991940.0,1398229.0
