Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31
Cash and cash equivalents,104976000.0,295923000.0,41793000.0,107242000.0,55358000.0,22144000.0,22144000.0
Short-term investments,208064000.0,255070000.0,270643000.0,107451000.0,41793000.0,0.0,0.0
Cash and short-term investments,313040000.0,550993000.0,312436000.0,214693000.0,97151000.0,22144000.0,22144000.0
Receivables,5724000.0,52000.0,21400000.0,0.0,7300000.0,0.0,0.0
Inventories,8370000.0,0.0,0.0,0.0,0.0,0.0,0.0
Total current assets,335409000.0,556614000.0,283991000.0,217233000.0,105463000.0,22488000.0,22488000.0
Property Plant & Equipment Net,1180000.0,1433000.0,1127000.0,386000.0,192000.0,61000.0,61000.0
Goodwill and Intangible Assets,1723000.0,1897000.0,1897000.0,1897000.0,4291000.0,4291000.0,4291000.0
Long-term investments,2962000.0,0.0,24551000.0,1019000.0,66483000.0,0.0,0.0
Tax assets,0.0,0.0,0.0,0.0,-816000.0,0.0,0.0
Total non-current assets,8912000.0,4180000.0,28610000.0,4699000.0,72758000.0,4383000.0,4383000.0
Total assets,344321000.0,560794000.0,312601000.0,221932000.0,178221000.0,26871000.0,26871000.0
Payables,15948000.0,15094000.0,13500000.0,9230000.0,5563000.0,2322000.0,2322000.0
Short-term debt,0.0,0.0,0.0,0.0,0.0,133000.0,133000.0
Total current liabilities,38556000.0,105358000.0,34992000.0,25896000.0,11890000.0,4515000.0,4515000.0
Long-term debt,32566000.0,279389000.0,0.0,0.0,1936000.0,1786000.0,1786000.0
Total debt,32566000.0,279389000.0,0.0,0.0,1936000.0,1919000.0,1919000.0
Deferred revenue,0.0,4988000.0,4265000.0,0.0,0.0,10000000.0,10000000.0
Tax Liabilities,3193000.0,4625000.0,3022000.0,1072000.0,635000.0,0.0,0.0
Deposit Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current liabilities,33581000.0,305787000.0,30239000.0,10561000.0,12752000.0,12571000.0,12571000.0
Total liabilities,353360000.0,411145000.0,65231000.0,36457000.0,24642000.0,17086000.0,17086000.0
Other comprehensive income,736095000,703215000,497718000,346590000,236414000,0.0,0.0
Retained earnings (deficit),-745038000.0,-553393000.0,-250132000.0,-161048000.0,-82649000.0,-50774000.0,-50774000.0
Total shareholders equity,-9039000.0,149649000.0,247370000.0,185475000.0,153579000.0,-49803000.0,-49803000.0
Investments,211026000.0,255070000.0,295194000.0,108470000.0,108276000.0,0.0,0.0
Net Debt,-72410000.0,-16534000.0,-41793000.0,-107242000.0,-53422000.0,-20225000.0,-20225000.0
Other Assets,0.0,0.0,0.0,0.0,0.0,344000.0,344000.0
Other Liabilities,281223000.0,0.0,0.0,0.0,0.0,2060000.0,2060000.0
