Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31
Depreciation & Amortization,5263000.0,3938000.0,5210000.0,2430000.0,2731000.0,2222000.0,972000.0,847000.0,907000.0
Stock-based compensation,1976000.0,2058000.0,1615000.0,1407000.0,929000.0,442000.0,285000.0,0.0,0.0
Operating Cash Flow,21437000.0,15084000.0,3588000.0,-7063000.0,-4027000.0,6099000.0,-759000.0,4731000.0,5376000.0
Capital Expenditure,-3796000.0,-1016000.0,-3595000.0,-1512000.0,-873000.0,-2070000.0,-3644000.0,-1322000.0,666000.0
Acquisitions and disposals,23753000.0,0.0,180356000.0,0.0,0.0,0.0,0.0,0.0,0.0
Investment purchases and sales,-203918000.0,-173225000.0,-124182000.0,-135254000.0,-101504000.0,-23926000.0,-79677000.0,-8867000.0,-8285000.0
Investing Cash flow,-186961000.0,-169414000.0,53261000.0,-139766000.0,-99890000.0,-31727000.0,-80785000.0,-10189000.0,-7632000.0
Issuance (repayment) of debt,92871000.0,-5141000.0,-86100000.0,91735000.0,370000.0,9824000.0,-2060000.0,-13000000.0,-4000000.0
Issuance (buybacks) of shares,866000.0,26012000.0,-4717000.0,86000.0,-2221000.0,0.0,28607000.0,0.0,0.0
Dividend payments,-1915000.0,-1331000.0,-1090000.0,-826000.0,-704000.0,-451000.0,0.0,0.0,0.0
Financing Cash Flow,179388000.0,136789000.0,-44848000.0,155729000.0,81013000.0,57300000.0,69078000.0,-10539000.0,8972000.0
Effect of forex changes on cash,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net cash flow / Change in cash,13864000.0,-17541000.0,12001000.0,8900000.0,-22904000.0,31672000.0,-12466000.0,-15997000.0,6716000.0
Free Cash Flow,17641000.0,14068000.0,-7000.0,-8575000.0,-4900000.0,4029000.0,-4403000.0,3409000.0,6042000.0
Net Cash/Marketcap,-0.4388,-0.2518,-0.2518,-0.2518,-0.2518,-0.2518,-0.2518,-0.2518,-0.2518
