Date,2018-09-30,2017-09-30,2016-09-30,2015-09-30,2014-09-30,2013-09-30,2012-09-30,2011-09-30,2010-09-30,2009-09-30
Cash and cash equivalents,20390713.0,24680301.0,18767661.0,16282039.0,15214584.0,16386207.0,42977501.0,42625854.0,40916346.0,35565694.0
Short-term investments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cash and short-term investments,20390713.0,24680301.0,18767661.0,16282039.0,15214584.0,16386207.0,42977501.0,42625854.0,40916346.0,35565694.0
Receivables,3449893.0,4229419.0,6108763.0,6314904.0,11845591.0,11028876.0,5573948.0,3124114.0,2529976.0,6188706.0
Inventories,4280108.0,4179654.0,3645828.0,4597316.0,5470786.0,4377513.0,3801547.0,3508595.0,4656392.0,5306985.0
Total current assets,28664948.0,34181438.0,29369459.0,28415976.0,36526292.0,34437485.0,54377366.0,50572834.0,49607834.0,8743221.0
Property, Plant & Equipment Net,8786737.0,6669011.0,6962562.0,7095330.0,7467663.0,7320495.0,7214378.0,7476362.0,7761538.0,8343701.0
Goodwill and Intangible Assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Long-term investments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tax assets,0.0,0.0,0.0,426315.0,3302930.0,2653677.0,2435049.0,438635.0,522352.0,503993.0
Total non-current assets,8968730.0,6856326.0,7119510.0,7690593.0,7636218.0,8193026.0,8219865.0,7684770.0,7982688.0,968956.0
Total assets,37633678.0,41037764.0,36488969.0,36106569.0,44162510.0,42630511.0,62597231.0,58257604.0,57590522.0,57536012.0
Payables,1529792.0,1321251.0,1503771.0,1435981.0,2402652.0,2372137.0,1139464.0,443516.0,543877.0,1207990.0
Short-term debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13189.0,9908.0,9908.0
Total current liabilities,3349614.0,3361642.0,3573264.0,4761257.0,7006262.0,6492571.0,5289828.0,3240724.0,3296778.0,4168314.0
Long-term debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15560.0,26991.0
Total debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13189.0,25468.0,36899.0
Deferred revenue,0.0,280354.0,179585.0,756745.0,526320.0,447525.0,1426552.0,232630.0,166621.0,225648.0
Tax Liabilities,129594.0,67742.0,67701.0,0.0,132999.0,132202.0,128998.0,566963.0,649929.0,642651.0
Deposit Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current liabilities,129594.0,67742.0,67701.0,2826.0,144724.0,143693.0,227000.0,756093.0,825707.0,968956.0
Total liabilities,3479208.0,3429384.0,3640965.0,4764083.0,7150986.0,6636264.0,5516828.0,3996817.0,4122485.0,5137270.0
Other comprehensive income,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Retained earnings (deficit),3720291.0,7374196.0,2805569.0,818768.0,6684902.0,6484634.0,29605236.0,26626242.0,25909652.0,25161276.0
Total shareholders equity,34154470.0,37608380.0,32848004.0,31342486.0,37011524.0,35994247.0,57080403.0,54260787.0,53468037.0,52398742.0
Investments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Debt,-20390713.0,-24680301.0,-18767661.0,-16282039.0,-15214584.0,-16386207.0,-42977501.0,-42612665.0,-40890878.0,-35528795.0
Other Assets,544234.0,1092064.0,847207.0,1221717.0,3995331.0,2644889.0,2024370.0,1314271.0,1505120.0,1731406.0
Other Liabilities,1819822.0,2040391.0,2069493.0,3325276.0,4603610.0,4120434.0,4150364.0,2784019.0,2742993.0,2950416.0
