Date,2019-07-31,2018-07-31,2017-07-31,2016-07-31,2015-07-31,2014-07-31,2013-07-31,2012-07-31,2011-07-31,2010-07-31,2009-07-31
Depreciation & Amortization,22632000.0,22801000.0,21704000.0,20535000.0,18418000.0,16318000.0,14910000.0,16648000.0,20952000.0,33341000.0,47698000.0
Stock-based compensation,2236000.0,3581000.0,3740000.0,2680000.0,5185000.0,5382000.0,5875000.0,3325000.0,4081000.0,2226000.0,3409000.0
Operating Cash Flow,85137000.0,20394000.0,36094000.0,49054000.0,30534000.0,45721000.0,57196000.0,34523000.0,50449000.0,39345000.0,-100753000.0
Capital Expenditure,-18681000.0,-20567000.0,-22949000.0,-18370000.0,-28556000.0,-16771000.0,-15487000.0,-10830000.0,-13200000.0,-2893000.0,-9672000.0
Acquisitions and disposals,-5526000.0,0.0,-1827000.0,15154000.0,59678000.0,-175000.0,-1219000.0,0.0,0.0,0.0,-3751000.0
Investment purchases and sales,-1964000.0,18926000.0,-14829000.0,-13266000.0,-28240000.0,-2297000.0,-8838000.0,6469000.0,2069000.0,51275000.0,129074000.0
Investing Cash flow,-26171000.0,-1641000.0,-39605000.0,-16482000.0,2882000.0,-18922000.0,-25637000.0,-4361000.0,-7607000.0,48882000.0,54792000.0
Issuance (repayment) of debt,-654000.0,0.0,0.0,-6353000.0,-13271000.0,-8318000.0,-242000.0,-2113000.0,-9423000.0,-6577000.0,-8434000.0
Issuance (buybacks) of shares,9390000.0,-2293000.0,23928000.0,-4773000.0,-7278000.0,-396000.0,-4000.0,-2683000.0,-6030000.0,-1789000.0,-8329000.0
Dividend payments,0.0,-13941000.0,-17874000.0,-17358000.0,-47594000.0,-13635000.0,-17123000.0,-15014000.0,-15178000.0,0.0,0.0
Financing Cash Flow,7216000.0,-26561000.0,6822000.0,-27575000.0,-70193000.0,-25370000.0,-36418000.0,-125633000.0,-32641000.0,-19790000.0,-17996000.0
Effect of forex changes on cash,-12180000.0,-957000.0,293000.0,-5821000.0,-6685000.0,794000.0,1241000.0,-2335000.0,1512000.0,-598000.0,-3004000.0
Net cash flow / Change in cash,54002000.0,-8765000.0,3604000.0,-824000.0,-43462000.0,2223000.0,-6606000.0,-94798000.0,22548000.0,97371000.0,-40504000.0
Free Cash Flow,66456000.0,-173000.0,13145000.0,30684000.0,1978000.0,28950000.0,41709000.0,23693000.0,37249000.0,36452000.0,-110425000.0
Net Cash/Marketcap,0.9941,1.6031,0.404,0.4541,0.5803,0.5878,0.42,0.6741,0.4175,0.5315,2.5319
