Date,2019-02-02,2018-02-03,2017-01-28,2016-01-30,2015-01-31,2014-02-01,2013-02-02,2012-01-28,2011-01-29
Cash and cash equivalents,68160000.0,53202000.0,78994000.0,51020000.0,49789000.0,25412000.0,17314000.0,25091000.0,29338000.0
Short-term investments,75919000.0,82750000.0,54923000.0,49932000.0,34957000.0,34943000.0,39868000.0,0.0,0.0
Cash and short-term investments,144079000.0,135952000.0,133917000.0,100952000.0,84746000.0,60355000.0,57182000.0,25091000.0,29338000.0
Receivables,6082000.0,4352000.0,3989000.0,5397000.0,4682000.0,8545000.0,5934000.0,6605000.0,4301000.0
Inventories,55809000.0,53216000.0,47768000.0,51357000.0,51507000.0,46266000.0,46595000.0,36531000.0,33503000.0
Total current assets,217141000.0,203054000.0,195215000.0,166777000.0,153284000.0,126938000.0,121098000.0,73843000.0,71399000.0
Property, Plant & Equipment Net,73842000.0,83321000.0,89219000.0,99026000.0,101335000.0,100936000.0,80926000.0,64077000.0,58185000.0
Goodwill and Intangible Assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Long-term investments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tax assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current assets,76027000.0,87057000.0,95291000.0,103974000.0,104267000.0,105469000.0,84283000.0,66976000.0,59575000.0
Total assets,293168000.0,290111000.0,290506000.0,270751000.0,257551000.0,232407000.0,205381000.0,140819000.0,130974000.0
Payables,24207000.0,21615000.0,17584000.0,16022000.0,23109000.0,19645000.0,18261000.0,16830000.0,14717000.0
Short-term debt,0.0,0.0,835000.0,858000.0,806000.0,758000.0,712000.0,669000.0,628000.0
Total current liabilities,97259000.0,95631000.0,65396000.0,55812000.0,55296000.0,46228000.0,47207000.0,46170000.0,37492000.0
Long-term debt,0.0,0.0,0.0,835000.0,1694000.0,2500000.0,3258000.0,3969000.0,4638000.0
Total debt,0.0,0.0,835000.0,1693000.0,2500000.0,3258000.0,3970000.0,4638000.0,5266000.0
Deferred revenue,10373000.0,10879000.0,10203000.0,8649000.0,7075000.0,6214000.0,5453000.0,4865000.0,4125000.0
Tax Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Deposit Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current liabilities,32582000.0,34055000.0,35890000.0,41726000.0,43569000.0,45256000.0,40878000.0,34225000.0,31390000.0
Total liabilities,129841000.0,129686000.0,101286000.0,97538000.0,98865000.0,91484000.0,88085000.0,80395000.0,68882000.0
Other comprehensive income,226000.0,14000.0,66000.0,22000.0,21000.0,12000.0,17000.0,0.0,0.0
Retained earnings (deficit),13335000.0,16398000.0,51023000.0,39613000.0,32072000.0,17997000.0,-140000.0,60254000.0,61922000.0
Total shareholders equity,163327000.0,160425000.0,189220000.0,173213000.0,158686000.0,140923000.0,117296000.0,60424000.0,62092000.0
Investments,75919000.0,82750000.0,54923000.0,49932000.0,34957000.0,34943000.0,39868000.0,0.0,0.0
Net Debt,-144079000.0,-135952000.0,-133082000.0,-99259000.0,-82246000.0,-57097000.0,-53212000.0,-20453000.0,-24072000.0
Other Assets,11171000.0,9534000.0,9541000.0,9071000.0,12349000.0,11772000.0,11387000.0,5616000.0,4257000.0
Other Liabilities,73052000.0,74016000.0,46977000.0,38932000.0,31381000.0,25825000.0,28234000.0,28671000.0,22147000.0
