Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31
Cash and cash equivalents,6591000.0,6683000.0,4658000.0,5152000.0,8599000.0,8546000.0,5546000.0,0.0
Short-term investments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cash and short-term investments,6591000.0,6683000.0,4658000.0,5152000.0,8599000.0,8546000.0,5546000.0,0.0
Receivables,0.0,0.0,0.0,5900000.0,5600000.0,0.0,0.0,0.0
Inventories,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total current assets,6591000.0,6683000.0,4658000.0,11052000.0,14199000.0,8546000.0,5546000.0,0.0
Property Plant & Equipment Net,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Goodwill and Intangible Assets,111448000.0,118927000.0,105553000.0,104914000.0,98814000.0,79632000.0,57254000.0,0.0
Long-term investments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tax assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current assets,932184000.0,921771000.0,847084000.0,822270000.0,773595000.0,681979000.0,559233000.0,0.0
Total assets,938775000.0,928454000.0,851742000.0,833322000.0,787794000.0,690525000.0,564779000.0,0.0
Payables,2704000.0,7339000.0,5891000.0,6388000.0,8285000.0,2359000.0,1175000.0,0.0
Short-term debt,50084000.0,20715000.0,39225000.0,45300000.0,43300000.0,24400000.0,1175000.0,0.0
Total current liabilities,52788000.0,28054000.0,45116000.0,51688000.0,51585000.0,26759000.0,2350000.0,0.0
Long-term debt,441346000.0,447380000.0,445278000.0,460770000.0,459299000.0,422602000.0,384185000.0,0.0
Total debt,491430000.0,468095000.0,484503000.0,506070000.0,502599000.0,447002000.0,385360000.0,0.0
Deferred revenue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tax Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Deposit Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current liabilities,441346000.0,447380000.0,445278000.0,460770000.0,459299000.0,422602000.0,384185000.0,0.0
Total liabilities,689031000.0,661656000.0,611865000.0,599451000.0,570122000.0,507379000.0,442414000.0,0.0
Other comprehensive income,250011000,266700000,239852000,233849000,217652000,183130000,122354000,0.0
Retained earnings (deficit),-148000.0,35000.0,0.0,0.0,0.0,0.0,0.0,0.0
Total shareholders equity,249744000.0,266798000.0,239877000.0,233871000.0,217672000.0,183146000.0,122365000.0,0.0
Investments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Debt,484839000.0,461412000.0,479845000.0,500918000.0,494000000.0,438456000.0,379814000.0,0.0
Other Assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Other Liabilities,194897000.0,186222000.0,121471000.0,86993000.0,59238000.0,58018000.0,55879000.0,0.0
