Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31
Cash and cash equivalents,354000000.0,362000000.0,522000000.0,936000000.0,682134000.0,880039000.0,1326532000.0,326094000.0,251263000.0,358693000.0
Short-term investments,1344000000.0,2692000000.0,2514000000.0,1583000000.0,1647847000.0,1207858000.0,0.0,0.0,0.0,0.0
Cash and short-term investments,1698000000.0,3054000000.0,3036000000.0,2519000000.0,2329981000.0,2087897000.0,1326532000.0,326094000.0,251263000.0,358693000.0
Receivables,723000000.0,819000000.0,938000000.0,571000000.0,614164000.0,479210000.0,533704000.0,616157000.0,568308000.0,190745000.0
Inventories,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total current assets,1330000000.0,1323000000.0,1656000000.0,10131000000.0,1486092000.0,1618839000.0,2087203000.0,1270030000.0,1128419000.0,680080000.0
Property Plant & Equipment Net,14187000000.0,14377000000.0,14902000000.0,8493000000.0,8566048000.0,7255762000.0,7504896000.0,7547523000.0,7590614000.0,3133521000.0
Goodwill and Intangible Assets,7877000000.0,9087000000.0,12336000000.0,8309000000.0,8705221000.0,7552651000.0,7880458000.0,8302224000.0,8783389000.0,2889850000.0
Long-term investments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tax assets,1157000000.0,1035000000.0,1139000000.0,710000000.0,71241000.0,31671000.0,98652000.0,233296000.0,0.0,102561000.0
Total non-current assets,22329000000.0,23561000000.0,27357000000.0,16953000000.0,17487938000.0,15016645000.0,15646428000.0,16190738000.0,16761811000.0,6198175000.0
Total assets,23659000000.0,24884000000.0,29013000000.0,27084000000.0,18974030000.0,16635484000.0,17733631000.0,17460768000.0,17890230000.0,6878255000.0
Payables,495000000.0,564000000.0,698000000.0,467000000.0,379255000.0,327256000.0,338148000.0,519548000.0,436886000.0,139556000.0
Short-term debt,814000000.0,656000000.0,363000000.0,384000000.0,297622000.0,257916000.0,560550000.0,94016000.0,280002000.0,7236000.0
Total current liabilities,2561000000.0,2508000000.0,2444000000.0,1893000000.0,1512076000.0,1301587000.0,1553520000.0,1183216000.0,1439357000.0,392677000.0
Long-term debt,16358000000.0,16970000000.0,17560000000.0,15508000000.0,9485615000.0,7873667000.0,8381947000.0,8205841000.0,7983693000.0,4794129000.0
Total debt,17172000000.0,17626000000.0,17923000000.0,15892000000.0,9783237000.0,8131583000.0,8942497000.0,8299857000.0,8263695000.0,4801365000.0
Deferred revenue,49000000.0,270000000.0,301000000.0,160000000.0,179058000.0,137319000.0,146317000.0,152784000.0,171602000.0,49589000.0
Tax Liabilities,182000000.0,156000000.0,134000000.0,87000000.0,80090000.0,66276000.0,66342000.0,64392000.0,167857000.0,750942000.0
Deposit Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current liabilities,17770000000.0,18426000000.0,20448000000.0,18414000000.0,12663600000.0,10553083000.0,11005782000.0,10889717000.0,10424542000.0,6146508000.0
Total liabilities,22059000000.0,22610000000.0,24494000000.0,21470000000.0,15316353000.0,12580003000.0,13626035000.0,13005631000.0,12693490000.0,6539185000.0
Other comprehensive income,4788000000,4883000000,5068000000,5756000000,3696254000,3982906000,4270970000,4358382000,5092185000,-245519000.0
Retained earnings (deficit),-2752000000.0,-2263000000.0,-460000000.0,-87000000.0,108754000.0,76108000.0,63205000.0,226721000.0,77107000.0,2756000.0
Total shareholders equity,1600000000.0,2274000000.0,4519000000.0,5614000000.0,3657677000.0,4055481000.0,4107596000.0,4455137000.0,5196740000.0,327611000.0
Investments,1344000000.0,2692000000.0,2514000000.0,1583000000.0,1647847000.0,1207858000.0,0.0,0.0,0.0,0.0
Net Debt,16818000000.0,17264000000.0,17401000000.0,14956000000.0,9101103000.0,7251544000.0,7615965000.0,7973763000.0,8012432000.0,4442672000.0
Other Assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130642000.0
Other Liabilities,1728000000.0,1676000000.0,1602000000.0,1163000000.0,1140677000.0,725333000.0,1066733000.0,932698000.0,829591000.0,245885000.0
