Date,1999-12,1998-12,1997-12,1996-12,1995-12
Depreciation & Amortization,1000000.0,1000000.0,0000000.0,1000000.0,1000000.0
Stock-based compensation,,,,,
Operating Cash Flow,3000000.0,1000000.0,0000000.0,2000000.0,-4000000.0
Capital Expenditure,-2000000.0,-1000000.0,-0000000.0,-1000000.0,-1000000.0
Acquisitions and disposals,,,,,
Investment purchases and sales,0,0,0,0,0
Investing Cash flow,-4000000.0,-1000000.0,-0000000.0,22000000.0,-1000000.0
Issuance (repayment) of debt,,,,,
Issuance (buybacks) of shares,,,,,
Dividend payments,,,,,
Financing Cash Flow,1000000.0,0000000.0,-11000000.0,-10000000.0,5000000.0
Effect of forex changes on cash,,,,,
Net cash flow / Change in cash,-0000000.0,0000000.0,-11000000.0,14000000.0,000000.0
Free Cash Flow,0000000.0,0000000.0,000000.0,2000000.0,-5000000.0
Net Cash/Marketcap,,,,,
